sentence_id	sentence	sentence_domain	source
9116a434fd0cef96fe7acc7d78e909b49c82535ba25c32ed33fd6b04b360d109	En rekke tegneserier forsvinner også.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
915273d3bbb48b3ea65b82c6897b1938140296baa609d136f6fc398ce1797bee	Det blir overskyet, men trolig opphold.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
915646f58b9720ce111bca91ecf718e80cee7663db9bed22fdda12aff8c518f4	Det bekrefter at vi må intensivere innsatsen på dette området.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
9159ad38d394e92e44939be2b2908f4d024d2eb1e2fee10eae645baa397f24ff	Det var den første oppturen etter to kvartaler med tilbakegang.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
9168afdc2267cb8361e002717bfc39683b312befce98f63e6acd267f2f919893	Det skjer så godt som foran tomme tribuner.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
917ccd3af25faf99877141e1103c8c2be0319e11f46fb731c1388232c4c3845e	Tredje kvartal begynner i juli.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
919dd4159675ffbacc8aead73c7e6867ee83cd1a5201993be5ab1c6307680612	De fleste mobiltelefoner har i dag mulighet for videosamtale.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
91b46b9b6fb28e90041c601e0a94d842675e65c94a0facd057d9afc9cc43ae2e	Det skal de også ha fremover.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
91c7ae2171f19da3869bdd6096bbf7707a04dc88cc23149ab682f526e6fd3adc	Disse er svarte og gule med velkjente striper på bakkroppen.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
91cd22bd3e74bae5017193fb4376ebecbe01402e6344bd4e9649f0a1c82388c7	Bildet er fra et tidligere renn.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
91cf1481cf781942836397b5b43275b4595aa5dab98026093c52e5a742c2aafb	Etter halvspilt runde var han dermed ett slag under par.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
91d217194058c2a2c14178022cb61280f7d57833f4c6461bac735e6d52eb44f0	Men det er slett ikke alle som bidrar til statskassen.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
91e84380b0d69b70f542d135564fa0c22f33a68368eccabf3b2f62eb14c7c1a4	Som tidligere år, gir årets første måneder et svakt resultat.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
91f7b0111d5521dfae715dd7f706514851933ae60566b1129f104086022af312	I april omkom fire menn i trafikken.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
91fdbf773b8f116898c769da891ec8a188f58970637025f70d30ac9046250f18	Aldri før har så mange rådyr dødd i trafikken.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
920b96ca1f669335e8a50ba156e1ae23ba7a7f7e2ce7701795cc0321c026f7b1	Slitte garn og trålposer blir dødsfeller for fisk og dyr.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
920d9636cdedcbfa8947cff1f866f701e3ef0bf67ee84ca5abf3edc61779e111	Fenomenet gjør seg også gjeldende i scenisk utgave.	general	"https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/	This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken."
921b8ee470ae38cd4ff12b33f63bc79729808ec74544cb109bd0e7d8e33d3375	En stor andel som industrien ikke kan ha i årene fremover.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
9220c5fa0723ea69fee773aa676937e915ca9bb88c30b881f348bb2095e069b4	Hos ti av dem ble det funnet avvik.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
922893f9a8dcca530508aa7bf5dd7f2c138f17fe916d05629d294de02df8f77d	Han døde brått søndag.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
922dc7bd59b79c1149ac6270db3307e8ea9fdfe4c39b2a95298d27f44da0a26f	De ønsker også å få tilsendt fotografier og filmopptak.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
9230a760d0c2ab6e95a85f02682069bfd1523c700c2a9a71a553c71458f41481	Av ni prisvinnere er fire debutanter.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
9249352bfb2f83c79caa548e2f69b3908e59d6593532949ee8b3718827a3d9f7	Folk blir usikre på fremtiden sin, sier han.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
924a52b6d3f7506e3611346a4624dde4d56d2672addda49a687ee28e0c0a26b4	Båten var på vei nordover langs kysten.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
9254ed7fcd7f75c666bd3411bf41e12dc009d88401da5ff5f75d7f772e907502	Lettelser eller forlengelser av tiltak?	general	"https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/	This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken."
925dc3ae925fdc22fcd9c1c504571a9ca733cc6cf5a5cf57c69a942199bf49cd	Inntektene fra disse ordningene går i dag direkte til kommunene.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
925dc6035577b88fcc0860d047c8ad7f622e616b2ec4d32937297c2a7250e24b	Jeg står ved tegningen.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
926c368dde8c2f9a32cd59edb8261fbda152280ede4164a12c1b7bbccae7f027	Mennene kommer dårligere ut enn kvinnene.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
926ce1cedeae2fea88c429fd00f44f228291f7e73148ae7c1b179ec13b92d599	Hun satt og funderte lenge, til øynene falt i.	media_entertainment	http://urn.nb.no/URN:NBN:no-nb_digibok_2009051403022
92710b0ea31bb2048cde72ae2dad4b8c0e7ebb84461476299d7b5274d7214535	Han er ikke alene.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
9275ab350445b7ac307e93362a87d97da78f0ed0038a8744d4f75c429b6961ef	Han får komme tilbake når han måtte ønske det.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
927927c3c0d2dd71f9dc974cca5437c3e2406f920cfc97a3a9f37252596e6889	Økningen i antall ulykker skyldes julestress, ifølge hovedorganisasjonen.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
9279aed275c6e98326d90420e65d7144e6e76e74438cba01b2edf918227a32a5	Det handler om barnehager, skole, eldreomsorg.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
928478d41fc9d0e8e12d358369785164ba1f1be6e364f76144f8adb23dd409fb	Samtidig startet arbeidet med å etablere nye laksestammer.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
929a2c20b87f1d85075cc2d5200116e7c0b4ed23ca00bf60d6c31bdf325e4e05	Tolv av brannofrene mottok kommunale omsorgstjenester.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
92a34112a940547db5d51518c750306ac3b31999ebad8cbe1ec015d16721d5a6	Dermed knuser kjeden konkurrenten på lønnsomhet.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
92a5aac84f309c8d6827ff2c73936f1e2690aa9b007b0bd6fe73b7f1f1e4ceb9	Noe skal rives, og noe skal bygges nytt.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
92b53a892635fe89066a5ac8db2e38dc2807cb4869c560b75fd16f4d10eabf0b	Jeg er så glad i deg	general	Selvsitering
92b5ca2d1cac248e6534a649c8d2cac1d7f69a40a87e464a13389a844bdd3054	Den umiddelbare årsaken til avgangen er foreløpig ikke kjent.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
92ca37f61dd5032e0d32e921d405e38dc37fba6db7702a118470a9f61d8e6d86	Hei alle sammen!	general,language_fundamentals	Selvsitering
92ea9f5c1691dea7e12c672091ccd43064ca7494ea846d4c6b1661ad3e4a7b95	Dette står i kontrast til undersøkelser ellers i verden.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
93012227330535474aaa1502935ca0752594a3916f88585befe44fd6353a2957	Denne målingen vil bli offentliggjort torsdag.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
9301e9e7f25393ef13029770996a4b76bd455dbb0ec178cef73ec0f95eb3abbf	Dermed kan skandalen vokse enda mer i omfang.	general	"https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/	This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken."
93215fe19e2069a0c46f4fabbb8a039d539c77809435f6e321d945f067a21d03	Det har alle tre tiltalte nektet for.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
9331d19e1649a2b891a305058ab19399b409c56ae296c86344e9182c0cf96abb	Smitten stammet fra spekemat laget av fårekjøtt.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
93481ee177f1709ee1b7ddeeb7312d5b244beb6e442f0e1685ebdaf76d8ab4c0	Natt til torsdag ble det utført arbeid i tunnelen.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
935113a09f80ba59a56242c6acfedbb23be26bb94b779d0a1d88e6213e3d5ab0	Dermed ser de at noen er gjengangere.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
9357da2a38eaca333ff0291f1ec0f203b8531446b8ea2c1e6e608d6ed24f4d30	Det er det ikke mulig å få til uten distriktsdivisjonen.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
936240852ab999856c36923b0ee9944b3dcfd895c0a35ec9bfb37ce5d641c9d9	Flere europeiske land har klassifisert tramadol som narkotika.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
9363929357726ed8b5e3c9d17b68da193f466177f165dcd7e34cc2ef699aaec6	Alderen har vært uendret de tre siste årene.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
936596ed4e844842d5395ce983573647f20e592ec4c8bdf84f70f85a9e144b45	Gregersen opplyser at tenåringen nylig har fått førerkort.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
936d58d7b1db30af158f65ef63a167d97f6f217c28bfaf9f044b5c5989589ec3	Det er de riktige som skal med, understreket han.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
9373c3f40410cbf6bddec5c5682d8fd872e30bb6d689819887a6ebf832bf6c6c	Men dagligvarebutikkene mener at det fortsatt kan oppstå smørmangel.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
9374a933c46bde91c054bf0a1cb8ef6c16fbe3ebfc6df95a71bb51f29563d452	På landeveien er det fint i en e-Niro.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
93785d7886fbcab712f237b193cf871118fdb2d5f9403879d8cc093d4fca5020	Det er like mange som i første halvår i fjor.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
9396fc6b34e2e1d087187921c5e30631cb8d7705637ddc1704def7b5499ff1b5	Mye gikk seg til underveis.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
93a9912f1fc74cd4c60add4d419beae21f75fd33a2969e64193cd95066e53df3	I semifinalen ble han nummer fem.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
93abb9a80410886d251d9161d192569520e8b100fdf175151fc55a94df4b7e3a	Detaljene i avtalen er ikke kjent.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
93adee368641fc11983bcdebd4f9c293e3696547af93ee8e99546d83abb5de5b	Så kommer det et outsourcings-prosjekt med ukjent utfall, sier hun.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
93ae3d4e8967763bae173cf4c5757bd6ab4f60731132352b42288523f09a9968	Da er sju cupkamper inkludert.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
93e6d9bff6e51b3748ea7e4b3eea5db931ea85b89d2526d44e98c50ba2fa8431	Ikke hva som skal komme om ti år, sier han.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
93e748c0d4420e909ead0499f2b3c4312229ddf34144a1198d3d62f5fc5aae73	De vil bruke mer tid på trening fremfor verdenscuprenn.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
9402164ebd9d5e401f354d06774216bacf26e65d30ada1ae606058a4aa2bb0b6	Skattelettelser er den største enkeltsatsingen i budsjettforslaget.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
9437832d1eadc494828c5e6f0cd1c453b5722bea2af5b001536e226e63aa901f	Dårlige forhold mellom naboer er trolig noe av forklaringen.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
94451a9ec0da99c5b40e82980bf30b0efe72adc21fb91f37b5e11c107a025afe	Dette skjer når mange ringer samtidig i et begrenset område.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
9445a90111126df401b6f5a15fd105be35b88fec19a9f566b7c6946443a50ce3	Det er en økning blant mannlige mottakere av barnetrygd.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
944df73a0265b72c957b54bc097d648099c19e1d11e80118e559dbccb91f5d07	Vi har aldri gjort noe sånt før.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
945313065ce9bde1eaa9f5b1b5181dd4240dbec06fee91bdf4b06b164c97a083	Kokende havvann trekker ut mineraler og metaller fra grunnen.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
945ce77f7b5c07d1bfee9244398c4995d44ad9a87efc0a62837be82c3aeb352f	Noen permanent etterfølger er ennå ikke klar.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
945f698bebfb3eacce7337889ac891c72a15bd213774e5b13b5775a4a96e06bf	Det skal bestå av fire personer.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
946695a144b001c760c86793845ffa91e4d78a2de000522f82a2ef269ee5f4e1	Dette er ålens vandringsperiode.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
948c4d2baa2e9e532501e1f6371a60c5978d20d044d578757eeb33ec29cbd0d5	Mennesker utgjør størstedelen av det.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
94a8aea667a1b766de314f08de890552925238116c4d8a964948f8b3728c1a34	Nordmenn har stadig større verdier i sine boliger.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
94c3f3a4e75d460d63033806c30ad32b6c31bf2d87accaa995d3a8661fc58b3b	Boka viser hvordan samfunnsutviklingen har satt spor i språket.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
94cdbd177614f4ce9e8e84bcc15343735aca85f6dd7e7260c2026fbdd663b08f	Kvinner er betydelig mer skeptiske enn menn.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
94f2bddaa914eca0a63499e9269375d3972546c5ab6d937c8e35bb84881078cd	Der kan det hende vi har forsømt oss.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
94f64fa090798583b4989231dcb2065970a45462f67edfa087503d35ee810514	Funnet inkluderer en rekke armbånd, kors og brosjer.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
9511921bc7da7218ec39f9833f26d74549031a323be97263d673504f32a4bbce	Dette er kommunens gjenreisningsplan for brannområdet.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
95187ae8bda67e4c8dcc3caab452a027a36b9c1fe46b418d786c3fa7253f7028	Her har jeg toppet panna cottaen med rabarbra.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
9537dd125197d5b92a1ec3e6584b4748f6c97c2c66fcce354b79524b77a8e9c3	Reglene for personer bosatt i utlandet har vært praktisert korrekt.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
9538e79e6e2fe96951f78d1642c617a2a24ae31b6e838986fa1a243a502f694a	Vennligst fyll ut denne tilbakemeldingsskjemaet.	service_retail	Selvsitering
953db5565dcb0f76ce68dc248c4b9db6496bca02f9477d5d397c4725dc9ee57d	Det kommer vi til å jobbe med fremover.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
95421b23ee029729295df3b80ac983511d16b0414a31e3e92e242b345f4f4e88	De resterende ni er mottak for enslige mindreårige asylsøkere.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
954f6eb8770a7822b3514b448951bcb048ca62827dd95e5156f6757de0119c9d	De ber naboene i nord om å ligge unna navnet deres.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
955188d4c1a519a7f035ead0556ea181bf627ce1fde1b5d15c3c05e57c355612	Vi kan aldri bli billigst, men vi kan bli smartest.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
95679087d421843a52dba1b6c11619a838c4e2e3c0e3939107e789ee544a6fde	Spanjolene skifter landslagssjef for femte gang på to år.	general	"https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/	This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken."
956d4b737f1e62bed58dcf913692d39e1ada014cf8d8b9f6008c9ea98f55e260	Tregrensa går nå helt opp på fjelltoppene.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
9584b71d62a680f776f193373fa93e0f9a46f2e2d9f04876776ee8e7ab8152eb	Politi i en rekke land er allerede utstyrt med elektrosjokkvåpen.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
9589e789f6296544405824b4cd364449351b66621f406aafb29c824bd616afe1	Det er noe som ikke stemmer.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
959db13ab1baad8e0c85e1917fdaf60ec13639012a9b24619fabb3acf51a7bff	Taushetsplikten kan sette en stopper for det, sier sykepleierne.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
95b594872525bcb5feb5cbf9a7617186c2c8fac1fbac8cb74c6000c7fa70a99b	Han mener man nå må holde et nøye øye med bestanden.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.
