sentence_id	sentence	sentence_domain	source	is_used	clips_count
0f416c90b7b8c1e3c08544e25f60cb12f4b7bd3ea7ddf1c378700278bf3fbfd6	Mannen har vedtatt forelegget.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
0f4eebe29825852d096163d215c691804765e3edd6d960ae7e4979274a45edf8	Hvis ikke, fyll på med smør.		sentence-collector	1	1
0f50e31d3a5f5f6f90c4eeeea5233dd72f6a3eb200463058b60b44e512c7de20	Mange av kundene våre er også i regionen.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
0f5a264b14462cc10d5b8f51691da134f6602200c8bbec1aa9359f9d6a9b5949	Spareordningen garanterte bare mot tap på selve investeringsbeløpet.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
0f5d5c03232c286ce7ba5d94990d45fc10d8436c3e6244418d92cc8e7682c51e	Jeg er helt gele i beina.		Selvsitering	1	1
0f5edca9981ba0ac0f96c162d73ab9f2a698378b46630de79e0d6e08e57a5f21	Ugressmiddelet inneholder det omstridte virkestoffet glyfosat.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
0f9671e3cb2d24617e3f7ce8667472e9b14c28f13b62b861982c6bb05851f4fd	Samtidig fortsetter trenden med at nordmenn drikker mindre melk.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
0f9cf72fe2bbbb952faeb2db50fe8ec5ce7b768287d70ab05911de438eb44125	Slike påstander er injurierende mot de uavhengige forskerne som har jobbet med den.		sentence-collector	1	1
0fa6d0bc9c5327755ea947c7e4c61a092082e472c2134ce7ccf9a037a1ca19f3	Det var mannens kone som fant ham i siloen.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
0fad04f5ca3dd10b477577bf80a84fef2661698ab5bd63a546134313b900f610	Vi kan ikke ha det slik.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
0faf0ac3c0ac1db7ef9c7f8d362acd208ec17bc57553dfee2fd59d0015d4fefd	Her fra eliteserien i fjor.	general	"https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/	This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken."	1	1
0fb240080501363aecea3d279d66235ee16ef92c2cd25bf185141ae82e26f1ae	budsjettposten		sentence-collector	1	1
0fb98f0190a147fe1aac822a004ba23e3c1ee2e781668255515426d1880f4a36	Mange gleder seg over mediestøttemeldingen, men frykter ny postlov.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
0fbd29577b0a0bc4f89eab3202d32454f3f39ec622cd1e4a356b3bc1646c6855	Vi har tidligere eid andeler i et eldre hurtigruteskip.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
0fbd57ee629770d80906a9bf76e31680b2d6ae97be7449d6a395fc86361643b8	Nå kan de gjøre det raskere.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
0fc7df142ced1e7991859cbc55a0246766fb68865bad8faacf612a24fbc402c5	Vegvesenet omdisponerer midler for å framskynde rassikringen.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
0fcad3def16398a326486df8f8e025d7257a2cf494f9b96e6137b92ba2ad6893	Har du kjøpt deg ny elbil?		sentence-collector	1	1
0fcfa18d85900c6bb9adebdc6e82f26015b5eadbc7b80e51d9c839f18faf8f70	Sju årsaker er nevnt til at økonomien har gått nedover.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
0fcfa771eed86ec0f8005ea37075e1d70d50aa90625f5b221f80402009dfc946	mistet		sentence-collector	1	1
0fd0b8a1fcec11993a4ac525e03d7fd6a5308e214354edb3dbdbe3206852ee94	Det er viktig for konkurransekraft og videre vekst.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
0fdaaa279a0881bd323de07761a4ce58494e57d0f214f506ed67ac92b9011476	Det er tre ganger mer enn samme tid i fjor.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
0fef66fb5bb282d66ef6f7bbf68b6dc3da2a03c78dde990f08faa54beac9921c	trettifire tusen åtte hundre og femtien		sentence-collector	1	1
0ff35ee152b66240ee92774ca61bce2a2794a0113cd36e7815e045c80551608e	Ordspråkleksikon		sentence-collector	1	1
0ff921504d00bd5c4c4e87c486a1c89a567e3440210a7921493535ff2afa64fc	Politiet opplyser at det er ufremkommelig på stedet.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
0ffa7100c0f12fdd77820fa9ab48b73fb8430ea819bcd9793947799e8d4c9d57	M I N U T T E R S		sentence-collector	1	1
0ffc28c6dbc1192c72efb89b517e452b885c78515db03f5e13fce0e3add953c6	Blant de drepte var en indisk major.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
0ffd694e06ff326dbbb4129fee4ff16aef651d20974e583f8366553c8afc9281	Noe kontinentalt kjøkken finnes heller ikke, i den forstand.		sentence-collector	1	1
1002601535407ca60f425e760eeb457e6461b3ea8cc7e5edc9cf2e170f332cd3	Da kan kundene også gi dem videre til hvem som helst.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
1007627f1fed5b2510305338057931e111efc392bc284d7d0eee51ab11905633	Nå oppretter myndighetene et nytt klagesystem.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
100a953f86daf5143bb767c5da29f27c6b50b33755c664b2580122b118e975c7	Han smiler med store, hvite fortenner.		sentence-collector	1	1
100bbdfb75dbce5e0399564e5d8bad5e64260dc07fefe8b227105e780992541a	Det blir jeg veldig glad for.		sentence-collector	1	1
100bc7d2681ec5c08ee4f6f2726c25a5c3b88a35a94da6e88f8362e073453181	Bo og leve		sentence-collector	1	1
100d2f7de3c9b042c3cc057d3dc42d1826ce186319a63df02c09a6d5ce065139	Er det raskere å skrive med tastatur eller penn?		sentence-collector	1	1
100d729a57ac96480b17595efebf021a91bb037a5437ae739bf215f0637f4779	industrier		sentence-collector	1	1
1022ad4c2f0896a8d4b33083e05375fdc4b5e50ef0b32b9988d11ee193b9f578	Fotball er en ganske teit sport spør du meg.		Selvsitering	1	1
1026c2b65c8efac9d5cd9160de8c72ab27f0be408dc7d2ee597093dc3be39fa3	Det var helt utsolgt for jasminris i butikken.		sentence-collector	1	1
1033a158a6b4518c4000b11dc72650f3eefcaa51a26b9fd699dbf78ff0d4fdba	Hun fikk denne utmerkelsen for første gang.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
1045eb022648403a847bd8800c5b6f7ba33c1e4f6fced1653d50ec7756180c3b	Flere byggeplasser har egne prester for de ansatte under anleggsperioden.		sentence-collector	1	1
104dbbb8465b1393315e437e088613d3c826d673403a85e2a68a40d0af8ce0f4	Dette skal det nå bli slutt på, lover han.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
10686608bed3528a5eed3bdeca1759aa7b8661f544dd034637eaf11416a8daaf	Fortsatt er det uvisst om ordføreren blir tiltalt i saken.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
107a353baa453d90a7e1a0adb8e9e2123b9e53c107c9155b6eef63f98c064992	Når miljøplanen blir godkjent, vil den imidlertid bli publisert.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
107d84b2e4fb598af764538e97f95fff0e556f5bae8dcc0ac25a8b58b156aa8a	For tiden er det adskillig flere rykter enn det er reelle forhandlinger om oppkjøp.		sentence-collector	1	1
107f84e68a080aa26e2690ee7db0eb0db76914291f56bb1b7ff7a5b0779694a2	Blant fylkene med høyest fritaksprosent er det mer jevnt.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
10a036e496649a40e053d46ec8c7ccd1dd049872671ef596370e02e1a7777116	Mye tyder på at det er kommet for å bli.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
10a3a2be83f708a5ca79c035aef48235e66aa12f87e215fcc0ac0cc3b61aeb89	G U N V O R		sentence-collector	1	1
10a9e164f58ff1c16d27cbe8f0a48bd6e6f6e7eab243a5bfa92b3502b1e7efeb	Det er gode nyheter.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
10b39bc1e75dca79df82724344592923afc46430cde67ea0ded410cf0c456ae1	dørvakt		sentence-collector	1	1
10b4dd85af75a516d51f99d603cbaec225f3552924bb1debc900f5ddc8e3830b	I varmen er de aktive, sier forskeren.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
10b6d8a9363b0fd7307c0d4a83261530655c6b62b8f0471c0a32b554b99b333f	en sju åtte sju femtini tre hundre og femtito		sentence-collector	1	1
10b8eddc4b1856ea0165c18235cda923576e8f735e11584a31f10936d377a084	Fylkeskommunene vil også få økte tilskudd til drift.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
10be90f84b13b7944ee5ffcc424ea6cf4d53ccfd1322a2a3994f492d99f58f0b	Flertallet i familie- og kulturkomiteen gikk imot en folkeavstemning.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
10cc0d218ac37bd6a4fae6545f49851562b8c06f6f7e06c429160ede79204f04	Men samtidig ble jeg overrasket over tidspunktet.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
10d1497d9b4919a48e1a42ae7b769fdff61f1161acfe4070bb338a30f62ff3d0	Ellinor Hauge		sentence-collector	1	1
10d3201676a9c404d3cadbfb39312b6f639059a4812eb4d9e92bf876b20c5310	Det siste jeg trenger er en til skyte-glad idiot der ute		sentence-collector	1	1
10d69e31f22ff1197c5c07ee6cd759880ec636275ed8ff5a0b233b52202eb98f	Årsaken er mange dødsulykker de siste årene.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
10f237077601be35c093d65a7f44c03655e2a6beb1d19657438b35905aae8900	null		sentence-collector	1	1
1115e44498c0d6507097d57657448085c18510defc63156fb72c6e5b111aa84f	Et svar derfra er ventet innen kort tid.	general	"https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/	This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken."	1	1
112c7b1ea1a23946071b79f3bcb9ee5839fb9a0f603a0c51f66678a117556ffd	Du trodde vel at du hadde rett?		sentence-collector	1	1
11305084d806dea2f7ed43feea33eaeb426d0284100caa07cf86e3bb08f23ee0	Noen er tilbake denne uka med deltidssykemelding.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
114860778487020b00ee35f3b83334a72f65e2f68d70a5fcb7eff8bb721cbc3e	Nedgangen er i tråd med forventningene, ifølge meieriet.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
114ca71cdcdd4effbf65bf38d704ce89a329ab4c74dfea694f4d2cad7a6e70f1	Også resten av dagen blir preget av markeringen.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
114ddb0997cdcb6e79227d95b4764a2c383073efc5674017c906886588937f25	Deltakerne valgte emne for gruppearbeid ved påmelding.		sentence-collector	1	1
114e89505bc9d2d42e4ca0349eb1622f957901d03fa7411f5ab6f0e81928ad4b	Lavere volum av laks gjør at etterspørselen presser prisene opp.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
115e819bc5d13af250895e577e9feac788d05940cfb76c1ee9ce67d44ba71841	To av tre er ekteskap mellom to kvinner.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
1165835d3f090487e0863c529a96a30f0d83a5ce571f4b6cecb879b9ff792e71	Dette gjelder innen alle de premierte kategoriene.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
116932d329ff89037cdfabf636408950da6100ff0266197bf3cd92debcd4f2ea	Ikke alle gleder seg over et slikt skoleeksempel på å snike i køen.		sentence-collector	1	1
116aff552459206cb74c29e87a65db31d9bedd457691ca0873e2b7062160a739	seks fem fire fem førtini fire hundre og femtifem		sentence-collector	1	1
118471f01748f69b1b6669ef4ea186e4f8159044559cedae2b91994f9eba0867	Brannen hadde en eksplosjonsartet utvikling, sier hun.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
11864f053e1d82301feaaad092ea0df20697a57305e34f8f8bda4475a874216e	En annen utfordring er valutakursene.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
118dfaa46c1e509ef7903a6ea479551812fa2ead60bab0ddbd8451ffa99cc6e3	Flere har stoppet meg og gitt meg klemmer.	general	"https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/	This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken."	1	1
118f7df74cb542124fd4ceff947978cf6ba908bdf154a4fb56cf27daddedb050	bransjen		sentence-collector	1	1
11939cd4d29c627cff46e69de4e2e1befda2244904d0df2128f4d43ffbf0fa43	Bamble		sentence-collector	1	1
119427334df13ae124817f7bcb8b23669f21654725a0c58be9a9796a205c9228	Årsaken er bedre forebygging.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
1197933576e2f59180c4b34ae77576e4327572c114f24495574a8ff14e332bda	Undertegnede tviler sterkt på at det finnes noe barneteater.		sentence-collector	1	1
11a5b5b13b37ca0f677a6a057fa19622a2f26575cf7033d6a55d2e8d1a38363b	Slependen		sentence-collector	1	1
11b23d76c92f8ad45bb1c8ac3f0eefc0fea9e2ba4bceaed67e6222224f2c4e73	H E N D E N		sentence-collector	1	1
11b37773d43e26f7e7223a30a0ac706f1917d86fe8b0d71df9f9623030c30f44	Totalt var det tre jordras som gikk i området.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
11b8f0bab2b6c2dd52ced363693701ad37b53272dacc0d077b7a48a260bd9a6a	Widerøes kunder får tilgang til nær sagt hele verden.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
11c90aa32a8469a7179f3e186e17245db831045330377ea62c3c66cc5132977d	Førstnevnte entret banen igjen med en bandasje rundt hodet.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
11c9c5faee5eb9f39e19e0ec5217cdbf7c595d86db380507c3c9a38103a1827b	Kontakt meg om det er interssant.		sentence-collector	1	1
11cbe388526830a5bd6b1315877ab8a552da1cbc544db2a6b1c669950d025049	Oppgavemeldingen utgjør den ene delen av regionreformen.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
11da940fd269a8660910f3f8407474f56db5e2a9b392c31a0544fb406658e99e	Soldatene satt i helikopteret da det styrtet.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
11dc67eacded9192605f2bdd4ae2aece804491f0e270df6921ae4bd455a97091	Unyttet beitemark er en ressurs som landbruket bør utnytte.		sentence-collector	1	1
11dfb38b8507b35e2c99410648cc2be4bec367507f61b9a52f1bd8a00d7ce450	Tre av fire spurte ønsker en aldersgrense.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
11dff3b1fb51e445e09fe8fbc12a5fe6543b7cd39207cea381dcd8591266d7b1	De fleste føyde til fradrag eller korrigerte gale opplysninger.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
11ef030b2da9de53436d3fc830c5fc1ae7dba2987dc6dea853e6bb3023025589	fem tre åtte en nitten fire hundre og fjorten		sentence-collector	1	1
11fd2d9821fbb9f67a4205ec81eb432202d2e1004769319b5c6dc9ad96e4a94b	Allergi er ordentlig kjedelig.		sentence-collector	1	1
12002f9cdbb21fddefb307d3e01aeffe16b4f9d1cb0ae7b01de3c97fe207e366	Det er bygget flere broer mellom mennesker enn mellom øyer.		sentence-collector	1	1
120a589019628be1ad83115aaf4aff21115e8d54c5d76861f958d89692838cef	Nå bor de komfortabelt, synes de.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
12151dc18ae149e3fcb2d5c399934848a7fa48e2a9820e9817c261bc788a97e3	Det er det vi nå gjør, sier han.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
1220e05dda81998434fd44322fbd269d03804a5a098a81d2c0e68367da024d15	Skal man flytte mye, kan man bruke trillebår.		sentence-collector	1	1
1225ed29b8ea8b90be23383afe18b3f55e0fd26c49853892e9e8a8af585108ca	Klubbene er havnet i rød sone.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
122d99d90d284372eed68ac68e216723e92304e19fd58ab910f135b6ac930b13	Politiet omtaler ulykken som alvorlig.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
122ee2f8105d5c0ccfc74ccd292b8f33ad662275ecc8f5f8b1094340a76e4dd1	Han ble en viktig stemme blant de allierte.	history_law_government	Sverige och Norge 1814 : skildringar	1	1
1235f8fb3b8e1002753de510c8716cabc4252e3a24321de65e4f7140d589568d	Hun sa dessverre at klatring på stolpene ikke er tillatt.		sentence-collector	1	1
1241d144e6296af9f7332ae0f280559997e3f1a5e5b37f9cde15e16b737205fd	Vi sier også nei til bonuser, lokkeprogram og vip-programmer.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
1243832f09e2ada8da508cc7e8a19e1445a2c1d5983bb53f1dbe73bcc4228fb9	markere		sentence-collector	1	1
124405e21f01084c5fd9efb7442e9039cec940277cf77a3a4bb106e182d059dc	Sju rødgrønne statsråder har søkt om etterlønn etter valgnederlaget.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
12493c8e375b652ff338eab592745f27583979b09b6e3a24b8df9287e2215121	Det er heller ikke dukket opp etteranmeldte forslag.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
124be3609c24fe99cc53bfb132043e1030b5bdc632f3406ccadcaf5a07f3d135	Denne byen har ventet så lenge på dette.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
125c8100a9a4c5effba45afc3918d64f93c0a86f6e9c8868df5418511fee7e81	Jeg putter dem i bilen min	general	Selvsitering	1	1
125c9a74fbc2c328b8d9706dd29c452b922571f45e59e21bf8b0113cabc50400	Lovforslaget ble til slutt lagt på is.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
125e32c87669a0b5a511d8f0728299bb5fb7ed47d4126b08f59e5cc1cc519912	Men han er også latterliggjort og nedvurdert, en avleggs dikter.		sentence-collector	1	1
1260003136e3d6c83007f2ec1115c843e69e302f7ee0d08e5b3b28f27b9a0aae	kjele		sentence-collector	1	1
1265191d1494c78ab8b779e41e974685a085f498cc592fc48e0b315f7cfff533	Det satte et tomt dieselaggregat en stopper for.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
126fa1618b62ccecdd1ba24929927a47df3aec100e5a52bfcfeb4be5ec8dd3b7	De utgjør en stor ressurs, som jeg brenner for å bruke.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
12709d1b668a3e2794d9dde9db9969caeda6f2a811276f00290ea8793c7d188a	kristne		sentence-collector	1	1
1272df212acb7486cda7091a9ad47512f67c8a98911a7bb3cc5528463e278209	En sterk og særpreget kvinneskikkelse står levende frem.		sentence-collector	1	1
1274e0661d08f8aa3da0e084141361a7c7ba468a2d5c644a0a186c52b165505c	Utviklingen sammenfaller med en markant økning i temperaturen.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
1276b2cd233b8542257c62bac917484bcf7ad9d5234a0fd6df5587a5e1f694e6	Etter den tids skikk var dette ingen dårlig handling, men en ærefull dåd.		sentence-collector	1	1
1285bbc6261bd8be78c08caa0f8e271d86ec9dfe4bb9bee9ef1e36619dd515d0	Bakmennene krever penger for at filene skal bli tilgjengelige igjen.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
128657c246697b144fa4cd058b8f7fbb8e9d49fcef767dea5a6e25b593855335	Hvorfor det er slik, er ikke forskerne sikre på.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
128b07c39cc06d5a469a3f29913070049f5e8bc60bb7032ba6db745d271ef5c2	Faren for utsettelse av tilbudet er dermed borte.	general	https://www.nb.no/sprakbanken/ressurskatalog/oai-nb-no-sbr-80/  This is a CC0 licensed corpus cleared from newspaper text. The source sentences from a translation corpus is used.  It is released by Språkbanken.	1	1
